nazwa,lokalizacja,url,ilosc_samochodow,srednia_cena,sredni_wiek
EOrawiec,Bolesławiec,https://allegro.pl/uzytkownik/EOrawiec,1,14500.0,2005.0
truck2015,Jaworzynka,https://allegro.pl/uzytkownik/truck2015,2,35900.0,2011.0
piotrek_889,Kamionek,https://allegro.pl/uzytkownik/piotrek_889,1,68000.0,2013.0
MARGARET11R,"Lubomyśle 56, ślesin",https://allegro.pl/uzytkownik/MARGARET11R,1,43900.0,2010.0
piotrkulej,Częstochowa,https://allegro.pl/uzytkownik/piotrkulej,1,12000.0,2007.0
sandberg1966,Peine,https://allegro.pl/uzytkownik/sandberg1966,3,16766.67,2014.33
add89,Płock,https://allegro.pl/uzytkownik/add89,1,19800.0,2010.0
buliguard66,Szczecin,https://allegro.pl/uzytkownik/buliguard66,2,31250.0,2009.0
mikado1916,Ząbki,https://allegro.pl/uzytkownik/mikado1916,1,16200.0,2005.0
Albertsowak,Szczucin,https://allegro.pl/uzytkownik/Albertsowak,1,15500.0,2008.0
BOROL_23,Kożmin wlkp.,https://allegro.pl/uzytkownik/BOROL_23,1,40000.0,2011.0
Gala822,Piekoszów,https://allegro.pl/uzytkownik/Gala822,2,16250.0,2005.5
kamotr7508,Warszowice,https://allegro.pl/uzytkownik/kamotr7508,2,24500.0,2010.5
jaynec17,Działoszyn,https://allegro.pl/uzytkownik/jaynec17,1,17900.0,2006.0
moro4x4,Myślenice,https://allegro.pl/uzytkownik/moro4x4,1,45500.0,2010.0
goldd22,Malbork,https://allegro.pl/uzytkownik/goldd22,1,17900.0,2007.0
nochal28,Rurzyca,https://allegro.pl/uzytkownik/nochal28,1,49000.0,2010.0
zygmunt13,Biłgoraj,https://allegro.pl/uzytkownik/zygmunt13,1,20800.0,2007.0
Master-Salon-GD,Gdynia,https://allegro.pl/uzytkownik/Master-Salon-GD,1,6500.0,2005.0
Grzeszak72,Płock,https://allegro.pl/uzytkownik/Grzeszak72,1,35900.0,2010.0
Kamil_Bukowsky,Mława,https://allegro.pl/uzytkownik/Kamil_Bukowsky,2,59950.0,2017.0
9AZAZAZ9,Kobiór,https://allegro.pl/uzytkownik/9AZAZAZ9,3,14166.67,2006.67
JanekWos,Morawica,https://allegro.pl/uzytkownik/JanekWos,1,16300.0,2005.0
Kamil_Krasnik,Kraśnik,https://allegro.pl/uzytkownik/Kamil_Krasnik,2,26700.0,2011.5
magia1311,Komorów-gubin,https://allegro.pl/uzytkownik/magia1311,1,19900.0,2007.0
tomala19751,Gniewkowo,https://allegro.pl/uzytkownik/tomala19751,1,17200.0,2006.0
KukisAllegro,Katowice,https://allegro.pl/uzytkownik/KukisAllegro,1,12800.0,2002.0
DanielJ8,Bedzin,https://allegro.pl/uzytkownik/DanielJ8,1,76500.0,2015.0
pkrolik18,Wałbrzych,https://allegro.pl/uzytkownik/pkrolik18,41,67156.1,2016.61
mach-a,Mariantów,https://allegro.pl/uzytkownik/mach-a,1,15800.0,2009.0
siwyludwik,Poznań,https://allegro.pl/uzytkownik/siwyludwik,1,30000.0,2015.0
komi4,Brodnica,https://allegro.pl/uzytkownik/komi4,1,39900.0,2010.0
Gienek_Gk,Września,https://allegro.pl/uzytkownik/Gienek_Gk,1,5400.0,2010.0
Samotnywilk01,Białystok,https://allegro.pl/uzytkownik/Samotnywilk01,1,118000.0,2017.0
paw401,Radom,https://allegro.pl/uzytkownik/paw401,1,42500.0,2010.0
white_wolv,Kraków,https://allegro.pl/uzytkownik/white_wolv,1,15400.0,2005.0
Tomek66_04,Dobrzelin,https://allegro.pl/uzytkownik/Tomek66_04,1,15900.0,2005.0
SklepASAP2,Aleksandrów kujawski,https://allegro.pl/uzytkownik/SklepASAP2,1,9100.0,2008.0
dunlin,Dzierżoniów,https://allegro.pl/uzytkownik/dunlin,1,5000.0,2017.0
dzelkaa93,Ślesin,https://allegro.pl/uzytkownik/dzelkaa93,1,44000.0,2010.0
krzysztofgorka78,Środa śląska,https://allegro.pl/uzytkownik/krzysztofgorka78,1,74900.0,2010.0
DAROSK,Wodzisław śl,https://allegro.pl/uzytkownik/DAROSK,2,117250.0,2012.0
janikan,Prudnik,https://allegro.pl/uzytkownik/janikan,1,59000.0,2015.0
gaga_TEC,Warszawa,https://allegro.pl/uzytkownik/gaga_TEC,4,55100.0,2009.25
Krisvonkost,Łomianki,https://allegro.pl/uzytkownik/Krisvonkost,2,36645.0,2011.5
motorsportspl,Zielonka,https://allegro.pl/uzytkownik/motorsportspl,1,124000.0,2016.0
MAXii72,Pełczyce,https://allegro.pl/uzytkownik/MAXii72,1,15000.0,2010.0
p_auto1223,Rzeszow,https://allegro.pl/uzytkownik/p_auto1223,1,95000.0,2015.0
bukAR5,Łódż,https://allegro.pl/uzytkownik/bukAR5,1,90000.0,2013.0
PIOTR312006,Skrzyszów,https://allegro.pl/uzytkownik/PIOTR312006,2,63200.0,2011.5
skyline192,Łomża,https://allegro.pl/uzytkownik/skyline192,1,69000.0,2010.0
jery2705,Kraków,https://allegro.pl/uzytkownik/jery2705,1,65000.0,2010.0
andzi500,Łebcz-dana koło władysławowa,https://allegro.pl/uzytkownik/andzi500,1,38000.0,2005.0
simon198283,Mrągowo,https://allegro.pl/uzytkownik/simon198283,1,84999.0,2016.0
enginesparts,Włoszczowa,https://allegro.pl/uzytkownik/enginesparts,1,125000.0,2011.0
lukaniu0,Marcinkowice,https://allegro.pl/uzytkownik/lukaniu0,1,72500.0,2010.0
Finance-Z,Jedlnia-letnisko,https://allegro.pl/uzytkownik/Finance-Z,1,38999.0,2004.0
szybkipiter,Otwock,https://allegro.pl/uzytkownik/szybkipiter,1,115000.0,2017.0
basti826,Wyszków,https://allegro.pl/uzytkownik/basti826,1,84000.0,2012.0
ZAMST,Toruń,https://allegro.pl/uzytkownik/ZAMST,1,79000.0,2009.0
WESTAR-USA,Elbląg,https://allegro.pl/uzytkownik/WESTAR-USA,1,36900.0,2003.0
buszek8,Sieradz,https://allegro.pl/uzytkownik/buszek8,1,45000.0,2006.0
barta39,Gdańsk,https://allegro.pl/uzytkownik/barta39,1,49900.0,2013.0
campany,Nysa,https://allegro.pl/uzytkownik/campany,2,78000.0,2014.5
lindam,Szczecin,https://allegro.pl/uzytkownik/lindam,1,75000.0,2016.0
Darcjusz-D1,Koszalin,https://allegro.pl/uzytkownik/Darcjusz-D1,2,43700.0,2004.5
Lukasz84u,Wiry,https://allegro.pl/uzytkownik/Lukasz84u,1,30000.0,2008.0
MatCars_pl,Rzeszów,https://allegro.pl/uzytkownik/MatCars_pl,2,106350.0,2014.5
Stellmet,Katowice,https://allegro.pl/uzytkownik/Stellmet,2,72400.0,2013.5
muszydlo1,Radzymin,https://allegro.pl/uzytkownik/muszydlo1,1,145900.0,2018.0
Zaber86,Łódź,https://allegro.pl/uzytkownik/Zaber86,1,24000.0,2008.0
stam81,Piotrków tryb,https://allegro.pl/uzytkownik/stam81,1,49900.0,2010.0
asynchroniczny,Pomiechówek,https://allegro.pl/uzytkownik/asynchroniczny,1,30000.0,2013.0
ania_ama,Zielona góra,https://allegro.pl/uzytkownik/ania_ama,1,8500.0,2004.0
pchandel,Sulechów,https://allegro.pl/uzytkownik/pchandel,1,5000.0,2003.0
Szeraaa,Łódź,https://allegro.pl/uzytkownik/Szeraaa,1,115000.0,2011.0
Descar,Głogów,https://allegro.pl/uzytkownik/Descar,1,99000.0,2012.0
jolalalala,Pajęczno,https://allegro.pl/uzytkownik/jolalalala,2,24900.0,2006.0
sysunia44,Kolbuszowa,https://allegro.pl/uzytkownik/sysunia44,1,15900.0,2013.0
Pacher,Krasnystaw,https://allegro.pl/uzytkownik/Pacher,1,53900.0,2010.0
brylu22ka,Jazowsko,https://allegro.pl/uzytkownik/brylu22ka,1,51450.0,2011.0
hakate,Toruń,https://allegro.pl/uzytkownik/hakate,1,20000.0,1992.0
listonosz0208,Płock,https://allegro.pl/uzytkownik/listonosz0208,1,8650.0,1999.0
mirek_pze,Pszczyna,https://allegro.pl/uzytkownik/mirek_pze,1,13900.0,2007.0
amstaf,Bialystok,https://allegro.pl/uzytkownik/amstaf,1,168000.0,2009.0
rafex01,Józefów,https://allegro.pl/uzytkownik/rafex01,2,67500.0,2014.5
ppuhsudolanka,Jędrzejów,https://allegro.pl/uzytkownik/ppuhsudolanka,1,61500.0,2013.0
JaguarXK,Białystok,https://allegro.pl/uzytkownik/JaguarXK,1,11000.0,2001.0
Skrzynek4,Warszawa,https://allegro.pl/uzytkownik/Skrzynek4,2,44900.0,1985.0
perskyy,Ostrów wlkp,https://allegro.pl/uzytkownik/perskyy,1,109000.0,1990.0
longliveking,Kraków,https://allegro.pl/uzytkownik/longliveking,1,19499.0,2007.0
Krzyban,Częstochowa,https://allegro.pl/uzytkownik/Krzyban,1,93999.0,2015.0
ideophilosophy,Chojnice,https://allegro.pl/uzytkownik/ideophilosophy,1,11200.0,2004.0
Carisma_Auto,Warszawa,https://allegro.pl/uzytkownik/Carisma_Auto,2,71250.0,2008.5
konik-31,Warszawa,https://allegro.pl/uzytkownik/konik-31,1,19900.0,2005.0
apstart,Warszawa,https://allegro.pl/uzytkownik/apstart,1,69000.0,2008.0
agacek03,Konin,https://allegro.pl/uzytkownik/agacek03,1,11900.0,2004.0
Client:42106178,Lubin,https://allegro.pl/uzytkownik/Client:42106178,1,19500.0,1995.0
nicrampl,Tulce,https://allegro.pl/uzytkownik/nicrampl,1,26500.0,2006.0
sebcik1983,Pleszew,https://allegro.pl/uzytkownik/sebcik1983,3,63000.0,2012.0
Buzi_2007,Wrocław,https://allegro.pl/uzytkownik/Buzi_2007,1,86000.0,2010.0
grabel82,Opole,https://allegro.pl/uzytkownik/grabel82,1,8000.0,2002.0
assjaa91,Kraków,https://allegro.pl/uzytkownik/assjaa91,1,49900.0,2010.0
Skejtowa,Olsztyn,https://allegro.pl/uzytkownik/Skejtowa,1,9900.0,1994.0
Mariuszr1979,Ostroleka,https://allegro.pl/uzytkownik/Mariuszr1979,2,168000.0,2013.0
marsyl79,Częstochowa,https://allegro.pl/uzytkownik/marsyl79,1,140000.0,2014.0
wsamolyk,Ksawerów,https://allegro.pl/uzytkownik/wsamolyk,1,49900.0,1987.0
tablice1,Wrocław,https://allegro.pl/uzytkownik/tablice1,4,21500.0,2001.0
www-demot-pl,Głogoczów,https://allegro.pl/uzytkownik/www-demot-pl,2,53750.0,1997.5
kameleoo,Zagościniec,https://allegro.pl/uzytkownik/kameleoo,2,29650.0,2001.0
Who_Knows_Garage,Białystok - zaścianki,https://allegro.pl/uzytkownik/Who_Knows_Garage,1,56500.0,1999.0
noba-exim,Dobrzejewice,https://allegro.pl/uzytkownik/noba-exim,1,5199.0,2005.0
armes-nisko,Nisko,https://allegro.pl/uzytkownik/armes-nisko,1,12000.0,1987.0
tomek1670,Białystok,https://allegro.pl/uzytkownik/tomek1670,1,29900.0,2003.0
aero-tech,Dobrzyniewo duże,https://allegro.pl/uzytkownik/aero-tech,1,20000.0,1992.0
LOLEK-,Szamotuły koło poznania,https://allegro.pl/uzytkownik/LOLEK-,1,87000.0,2006.0
dmirash,Gliwice,https://allegro.pl/uzytkownik/dmirash,1,10400.0,2003.0
czescipolzlom,Jeziora wielkie,https://allegro.pl/uzytkownik/czescipolzlom,2,7000.0,2001.5
Michu11Poznan,Poznań,https://allegro.pl/uzytkownik/Michu11Poznan,1,122000.0,2013.0
sokoly7,Tarnow,https://allegro.pl/uzytkownik/sokoly7,1,32000.0,1998.0
Client:45414887,Siewierz ,https://allegro.pl/uzytkownik/Client:45414887,1,13000.0,2002.0
Pablos_79,Dojazdów,https://allegro.pl/uzytkownik/Pablos_79,1,14500.0,2002.0
p_turcza,Myslenice,https://allegro.pl/uzytkownik/p_turcza,1,49000.0,2005.0
EwelinaD82,Stalowa wola,https://allegro.pl/uzytkownik/EwelinaD82,1,115000.0,2014.0
VacosLocos1,Warszawa,https://allegro.pl/uzytkownik/VacosLocos1,1,46000.0,2012.0
siara1101,Bystra,https://allegro.pl/uzytkownik/siara1101,1,35500.0,2008.0
baron27,Bydgoszcz,https://allegro.pl/uzytkownik/baron27,1,73000.0,2011.0
Arek463,Szczecin - mierzyn,https://allegro.pl/uzytkownik/Arek463,1,115000.0,2013.0
krokos123,Warszawa,https://allegro.pl/uzytkownik/krokos123,1,29000.0,1985.0
ewelas25,Wrocław,https://allegro.pl/uzytkownik/ewelas25,1,79500.0,2011.0
zdzik1,Janki,https://allegro.pl/uzytkownik/zdzik1,1,28500.0,2007.0
m-e-r-c-e-d-e-s,Kościelec,https://allegro.pl/uzytkownik/m-e-r-c-e-d-e-s,1,43500.0,2008.0
RobertG67,Warszawa,https://allegro.pl/uzytkownik/RobertG67,1,87000.0,2016.0
justynazawada543,Ząbki,https://allegro.pl/uzytkownik/justynazawada543,1,89500.0,2017.0
toperki,Bardo,https://allegro.pl/uzytkownik/toperki,1,169000.0,2017.0
tynk-pol,Rumia,https://allegro.pl/uzytkownik/tynk-pol,1,120000.0,2015.0
WektaTransport,Olsztyn,https://allegro.pl/uzytkownik/WektaTransport,1,142000.0,2014.0
witekartur,Cedynia,https://allegro.pl/uzytkownik/witekartur,1,41500.0,2009.0
basistka_2004,Maslowice,https://allegro.pl/uzytkownik/basistka_2004,1,129999.0,2014.0
STETSON-23,Miechów,https://allegro.pl/uzytkownik/STETSON-23,1,93000.0,2010.0
KRAFTMANN_POLSKA,Warszawa,https://allegro.pl/uzytkownik/KRAFTMANN_POLSKA,1,17500.0,2000.0
_selection_,Gubin,https://allegro.pl/uzytkownik/_selection_,4,31250.0,2009.5
Farmacja88,Koscielisko,https://allegro.pl/uzytkownik/Farmacja88,1,9999.0,1995.0
kaczmtom,Puszczykowo,https://allegro.pl/uzytkownik/kaczmtom,1,95000.0,2014.0
komareiros,Brzesko,https://allegro.pl/uzytkownik/komareiros,1,20000.0,1996.0
CATHERINE_FR,Ostrow wlkp,https://allegro.pl/uzytkownik/CATHERINE_FR,1,37900.0,2016.0
marek_szarik,Wieluń,https://allegro.pl/uzytkownik/marek_szarik,1,4850.0,2003.0
Oliwia5-0,Bolimów,https://allegro.pl/uzytkownik/Oliwia5-0,1,58000.0,2012.0
JZ69,Malbork,https://allegro.pl/uzytkownik/JZ69,1,22500.0,2006.0
beata_szczy,Lublin,https://allegro.pl/uzytkownik/beata_szczy,1,16500.0,2003.0
mazurjan77,Łoniów,https://allegro.pl/uzytkownik/mazurjan77,1,61900.0,2008.0
Car-perfectpl,Słupsk,https://allegro.pl/uzytkownik/Car-perfectpl,2,17999.0,1990.5
oktav,Warszawa,https://allegro.pl/uzytkownik/oktav,1,26700.0,2009.0
sywia94,Połaniec,https://allegro.pl/uzytkownik/sywia94,1,16000.0,2002.0
lukaszek-l13,Wadowice,https://allegro.pl/uzytkownik/lukaszek-l13,1,31000.0,2006.0
marsjin,Częstkowo,https://allegro.pl/uzytkownik/marsjin,1,14000.0,1992.0
Witzi,Gdańsk ,https://allegro.pl/uzytkownik/Witzi,1,27600.0,2008.0
Lila0701,Lublin,https://allegro.pl/uzytkownik/Lila0701,1,55000.0,2006.0
baleno16,Płońsk,https://allegro.pl/uzytkownik/baleno16,1,70000.0,2012.0
APCCleaning,Wrocław,https://allegro.pl/uzytkownik/APCCleaning,1,37500.0,2009.0
tanienagrobki,Bełchatów,https://allegro.pl/uzytkownik/tanienagrobki,1,38500.0,2011.0
dawne_klimaty,Jędrzejów,https://allegro.pl/uzytkownik/dawne_klimaty,2,17750.0,1999.0
Mentor1622,Świlcza,https://allegro.pl/uzytkownik/Mentor1622,1,24000.0,2006.0
sosenka1980,Zgierz,https://allegro.pl/uzytkownik/sosenka1980,1,17700.0,2002.0
gosiuula91,Gubin,https://allegro.pl/uzytkownik/gosiuula91,1,15300.0,1999.0
balik10,Braciejowa,https://allegro.pl/uzytkownik/balik10,1,20000.0,2003.0
autotech24,Zagnańsk,https://allegro.pl/uzytkownik/autotech24,1,69000.0,2006.0
michael407,Potęgowo k/słupska,https://allegro.pl/uzytkownik/michael407,1,95000.0,2014.0
vfr400rr,Warszawa,https://allegro.pl/uzytkownik/vfr400rr,3,52665.67,2016.33
Ziemniaktda,Paczyna (pyskowice),https://allegro.pl/uzytkownik/Ziemniaktda,2,122500.0,2014.5
WRAAATH,Warszawa,https://allegro.pl/uzytkownik/WRAAATH,1,89000.0,2014.0
piotr01_tt,Warszawa,https://allegro.pl/uzytkownik/piotr01_tt,1,43500.0,2008.0
mateusz-star,Wieluń,https://allegro.pl/uzytkownik/mateusz-star,1,85900.0,2012.0
krystianoo1992,Przemyśl,https://allegro.pl/uzytkownik/krystianoo1992,1,33500.0,2006.0
Pentagram1,Głogów,https://allegro.pl/uzytkownik/Pentagram1,1,45000.0,2005.0
mototrading,Warszawa,https://allegro.pl/uzytkownik/mototrading,2,50900.0,2011.0
fest1231,Wasilków,https://allegro.pl/uzytkownik/fest1231,1,60000.0,2007.0
wojtech15,Sanok,https://allegro.pl/uzytkownik/wojtech15,1,28200.0,2010.0
macho78,Warszawa,https://allegro.pl/uzytkownik/macho78,1,14000.0,1997.0
milek2005_05,Łuków,https://allegro.pl/uzytkownik/milek2005_05,1,15900.0,1994.0
osccar77,Ostrowiec ssw,https://allegro.pl/uzytkownik/osccar77,1,25000.0,1998.0
PUHAUTO,Ostrołęka,https://allegro.pl/uzytkownik/PUHAUTO,3,15933.33,1994.67
kamil111b1,Biłgoraj,https://allegro.pl/uzytkownik/kamil111b1,1,22500.0,2004.0
sylwiastepien91,Strawczyn,https://allegro.pl/uzytkownik/sylwiastepien91,1,43000.0,2007.0
helu1992,Tuczno,https://allegro.pl/uzytkownik/helu1992,1,13500.0,2003.0
autokolakowski,Piątnica,https://allegro.pl/uzytkownik/autokolakowski,1,130000.0,2015.0
kroliko86,Gdańsk,https://allegro.pl/uzytkownik/kroliko86,1,33000.0,2008.0
piotrek5300,Włoszczowice,https://allegro.pl/uzytkownik/piotrek5300,1,65000.0,2018.0
Radzio_1987_2007,Kraków,https://allegro.pl/uzytkownik/Radzio_1987_2007,1,31500.0,2007.0
sla_www,Warszawa,https://allegro.pl/uzytkownik/sla_www,1,66000.0,2017.0
grzeskie,Strzelce op,https://allegro.pl/uzytkownik/grzeskie,1,100.0,1999.0
werbel1981,Borek wielkopolski,https://allegro.pl/uzytkownik/werbel1981,1,20000.0,2004.0
pawel45,Bydgoszcz,https://allegro.pl/uzytkownik/pawel45,1,65000.0,2005.0
matteunio3,Zamość,https://allegro.pl/uzytkownik/matteunio3,1,28000.0,2003.0
GRATY_GRATY,Łódź,https://allegro.pl/uzytkownik/GRATY_GRATY,2,39900.0,2008.5
dianak1234,Zielonka ,https://allegro.pl/uzytkownik/dianak1234,1,99000.0,2013.0
gintaras,Zielona góra,https://allegro.pl/uzytkownik/gintaras,1,22000.0,2002.0
hubas06,Siedlce-warszawa,https://allegro.pl/uzytkownik/hubas06,1,125000.0,2014.0
cinus30,Nowa sol,https://allegro.pl/uzytkownik/cinus30,1,14500.0,1999.0
Florida01,Konstancin jeziorna,https://allegro.pl/uzytkownik/Florida01,2,39900.0,2010.5
marchewka322,Wiązów,https://allegro.pl/uzytkownik/marchewka322,2,58700.0,2003.0
cbienias,Łódź,https://allegro.pl/uzytkownik/cbienias,1,25000.0,1998.0
apcon,Łomianki,https://allegro.pl/uzytkownik/apcon,1,75000.0,2015.0
machoni36,Kraków,https://allegro.pl/uzytkownik/machoni36,1,28500.0,2006.0
wesi1111,Marcinkowice,https://allegro.pl/uzytkownik/wesi1111,1,22000.0,1989.0
werona_k,Fabianki,https://allegro.pl/uzytkownik/werona_k,1,17900.0,2003.0
piotrus812,Turka,https://allegro.pl/uzytkownik/piotrus812,1,21800.0,1996.0
grupahajduk,Sława,https://allegro.pl/uzytkownik/grupahajduk,1,90000.0,2012.0
adas1218,Krokowa,https://allegro.pl/uzytkownik/adas1218,1,19900.0,2006.0
MAX-BUD112,Świdnica,https://allegro.pl/uzytkownik/MAX-BUD112,1,24500.0,2008.0
TOMEK_B7,Błonie,https://allegro.pl/uzytkownik/TOMEK_B7,1,48400.0,2016.0
mareke38,Zakopane,https://allegro.pl/uzytkownik/mareke38,1,27500.0,2007.0
tomasz230282,Zdzieszowice,https://allegro.pl/uzytkownik/tomasz230282,1,11999.0,1991.0
jkdspzoo,Szydłowiec,https://allegro.pl/uzytkownik/jkdspzoo,1,85000.0,2012.0
deltamotor1,Oleśnica,https://allegro.pl/uzytkownik/deltamotor1,1,28000.0,1997.0
Makitabatata,Gdynia,https://allegro.pl/uzytkownik/Makitabatata,1,19000.0,1988.0
Ascadus,Pierzchno,https://allegro.pl/uzytkownik/Ascadus,1,80500.0,2014.0
jarcio-1971,Warszawa,https://allegro.pl/uzytkownik/jarcio-1971,1,89000.0,2012.0
35643712,Kraków,https://allegro.pl/uzytkownik/35643712,1,21000.0,2003.0
bryla84,Kielce,https://allegro.pl/uzytkownik/bryla84,1,29999.0,1997.0
Beatamabrata,Warszawa,https://allegro.pl/uzytkownik/Beatamabrata,1,19000.0,2007.0
aneta7835,Choroszcz,https://allegro.pl/uzytkownik/aneta7835,2,61000.0,2010.0
woodi53,Stegna,https://allegro.pl/uzytkownik/woodi53,1,23500.0,1997.0
ilka167,Słupsk,https://allegro.pl/uzytkownik/ilka167,2,22900.0,1997.5
Karolina24_2004,Szczecin,https://allegro.pl/uzytkownik/Karolina24_2004,1,39900.0,2011.0
aniaczarna,Łódź,https://allegro.pl/uzytkownik/aniaczarna,2,59900.0,2008.5
omega-SHOP,Siedlce,https://allegro.pl/uzytkownik/omega-SHOP,1,9999.0,2016.0
moto-inwest,Morawica,https://allegro.pl/uzytkownik/moto-inwest,6,104233.33,2013.17
Andrzej Karlak,Śrem,https://allegro.pl/uzytkownik/Andrzej Karlak,1,89000.0,2012.0
tomek288,Witnica,https://allegro.pl/uzytkownik/tomek288,1,89000.0,2012.0
kalkus29,Kocmyrzów,https://allegro.pl/uzytkownik/kalkus29,1,46000.0,2008.0
Olgierdt,Bolesławiec,https://allegro.pl/uzytkownik/Olgierdt,1,78500.0,2011.0
i-Kamper_pl,Sosnowiec,https://allegro.pl/uzytkownik/i-Kamper_pl,1,49999.0,1997.0
street33,Staszów,https://allegro.pl/uzytkownik/street33,1,36300.0,1990.0
all_rtv-agd,Gliwice,https://allegro.pl/uzytkownik/all_rtv-agd,1,23500.0,2000.0
topopony-serwis,Kęty,https://allegro.pl/uzytkownik/topopony-serwis,1,35000.0,1989.0
handel555,Będzin,https://allegro.pl/uzytkownik/handel555,1,79999.0,2014.0
ALINA1112,Wronki  ,https://allegro.pl/uzytkownik/ALINA1112,1,80000.0,2011.0
eowin_1,Rzeszów,https://allegro.pl/uzytkownik/eowin_1,1,69900.0,2015.0
midom_allegro,Wąbrzeźno,https://allegro.pl/uzytkownik/midom_allegro,2,187500.0,2008.0
dvcorleone,Siemianowice śląskie,https://allegro.pl/uzytkownik/dvcorleone,1,37900.0,2005.0
Miki2620,Mogilany,https://allegro.pl/uzytkownik/Miki2620,1,75000.0,2016.0
Bartas497,Kruszyn krajeński,https://allegro.pl/uzytkownik/Bartas497,1,51000.0,2013.0
Klima-auto,Kielce,https://allegro.pl/uzytkownik/Klima-auto,1,64900.0,2009.0
HUBI_GD,Sierpc,https://allegro.pl/uzytkownik/HUBI_GD,1,69800.0,2015.0
Albanovy,Daleszyce,https://allegro.pl/uzytkownik/Albanovy,1,47700.0,2011.0
martinra211,Przemków,https://allegro.pl/uzytkownik/martinra211,1,70900.0,2017.0
JOLA5404,Wieliczka,https://allegro.pl/uzytkownik/JOLA5404,1,9500.0,2018.0
-TomaszF-,Piechcin,https://allegro.pl/uzytkownik/-TomaszF-,1,21500.0,2015.0
pawllo1,Piaseczno,https://allegro.pl/uzytkownik/pawllo1,1,58900.0,2014.0
ibron1981,Pabianice,https://allegro.pl/uzytkownik/ibron1981,1,18999.0,2008.0
jaccora31,Odrzywół-kłonna,https://allegro.pl/uzytkownik/jaccora31,3,15200.0,2005.0
filo2,Niedźwiedź,https://allegro.pl/uzytkownik/filo2,1,24000.0,2010.0
sternik25,Ryczywół,https://allegro.pl/uzytkownik/sternik25,1,65000.0,2015.0
Mizar-Gol-Sport,Ciechanów,https://allegro.pl/uzytkownik/Mizar-Gol-Sport,1,22000.0,2010.0
Da-rek79-B102,Rawa mazowiecka,https://allegro.pl/uzytkownik/Da-rek79-B102,1,15600.0,2006.0
top-autoserwis,M. kraków,https://allegro.pl/uzytkownik/top-autoserwis,1,42900.0,2014.0
HYDROFAST,Białystok,https://allegro.pl/uzytkownik/HYDROFAST,3,41600.0,2009.33
ziomal1325,Błonie,https://allegro.pl/uzytkownik/ziomal1325,1,11700.0,2002.0
Unimarket_com_pl,Warszawa,https://allegro.pl/uzytkownik/Unimarket_com_pl,1,48000.0,2013.0
szymczak81,Świecie,https://allegro.pl/uzytkownik/szymczak81,1,79000.0,2017.0
edyta-w1,Błonie,https://allegro.pl/uzytkownik/edyta-w1,1,49900.0,2015.0
lukaszStarogard,Starogard gdański,https://allegro.pl/uzytkownik/lukaszStarogard,2,39950.0,2010.0
gxgamingcichy,Zawiercie,https://allegro.pl/uzytkownik/gxgamingcichy,1,30999.0,2013.0
czarek130,Sławno,https://allegro.pl/uzytkownik/czarek130,1,58000.0,2013.0
sinmar,Radom,https://allegro.pl/uzytkownik/sinmar,2,28400.0,2010.0
new-york11,Łódź,https://allegro.pl/uzytkownik/new-york11,1,63500.0,2015.0
zprzysiwek,Oleśnica,https://allegro.pl/uzytkownik/zprzysiwek,3,5833.33,2005.0
milena50,Borne sulinowo,https://allegro.pl/uzytkownik/milena50,1,12900.0,2007.0
Reader_Rr,Warszawa,https://allegro.pl/uzytkownik/Reader_Rr,1,36500.0,2015.0
TB-Garwolin,Garwolin,https://allegro.pl/uzytkownik/TB-Garwolin,1,51000.0,2012.0
yamaha035,Kocmyrzów,https://allegro.pl/uzytkownik/yamaha035,1,44500.0,2012.0
15sania,Słubice,https://allegro.pl/uzytkownik/15sania,1,7000.0,1998.0
darkom180,Tarnów,https://allegro.pl/uzytkownik/darkom180,1,28600.0,2013.0
bogdan-magnum,Głobino,https://allegro.pl/uzytkownik/bogdan-magnum,3,38233.33,2012.0
Arturzbsk,Iłowa,https://allegro.pl/uzytkownik/Arturzbsk,1,55000.0,2011.0
manniolo,Mogielnica,https://allegro.pl/uzytkownik/manniolo,1,17900.0,2004.0
ela8886,Białe błota,https://allegro.pl/uzytkownik/ela8886,1,11000.0,2004.0
Bozena198431,Trzciel,https://allegro.pl/uzytkownik/Bozena198431,1,14500.0,2004.0
Michal_92-M1,Kraków,https://allegro.pl/uzytkownik/Michal_92-M1,1,15500.0,2012.0
emiliawo,Garbów,https://allegro.pl/uzytkownik/emiliawo,1,49000.0,2011.0
Monika_Tokarz,Brzeźnica,https://allegro.pl/uzytkownik/Monika_Tokarz,1,20000.0,2008.0
nawpau86,Aleksandrów ,https://allegro.pl/uzytkownik/nawpau86,1,51800.0,2011.0
Czeslaw-1953,Suwałki,https://allegro.pl/uzytkownik/Czeslaw-1953,1,14900.0,2009.0
bbartezz,Głogów,https://allegro.pl/uzytkownik/bbartezz,1,18000.0,2007.0
clockaga,Lubliniec,https://allegro.pl/uzytkownik/clockaga,1,39000.0,2013.0
Polexpres,Koscierzyna,https://allegro.pl/uzytkownik/Polexpres,2,25745.0,2010.0
pawlo790416,Jelenia góra,https://allegro.pl/uzytkownik/pawlo790416,1,10000.0,2002.0
Wladekklos,Zielona góra,https://allegro.pl/uzytkownik/Wladekklos,1,9800.0,2003.0
manox-tradex,Olkusz,https://allegro.pl/uzytkownik/manox-tradex,4,52150.0,2014.25
Iwa124,Częstochowa,https://allegro.pl/uzytkownik/Iwa124,1,38900.0,2013.0
