nazwa,lokalizacja,url,ilosc_samochodow,srednia_cena,sredni_wiek
mr_ziela,Sosnowiec,https://allegro.pl/uzytkownik/mr_ziela,15,56700.0,2014.87
irekszkodnik,Pniewy,https://allegro.pl/uzytkownik/irekszkodnik,1,209000.0,2015.0
Jaksza2006,Środa wielkopolska,https://allegro.pl/uzytkownik/Jaksza2006,1,53629.0,2012.0
isuzu-auto,Wrocław,https://allegro.pl/uzytkownik/isuzu-auto,1,35500.0,2011.0
JAMATEL_VIP,Kraków,https://allegro.pl/uzytkownik/JAMATEL_VIP,1,62000.0,2010.0
-DarCar-,Płock,https://allegro.pl/uzytkownik/-DarCar-,8,24525.0,2008.62
tomazzo2,Elbląg,https://allegro.pl/uzytkownik/tomazzo2,1,141500.0,2016.0
Client:46409498,Głuchów,https://allegro.pl/uzytkownik/Client:46409498,2,32000.0,2009.0
SHOP-BART,Zabrze,https://allegro.pl/uzytkownik/SHOP-BART,2,22450.0,2005.0
sylwek_g,Bełchatów,https://allegro.pl/uzytkownik/sylwek_g,1,13900.0,2002.0
kami1815,Olsztyn,https://allegro.pl/uzytkownik/kami1815,1,148000.0,2014.0
Karina7705,Oborniki śląskie,https://allegro.pl/uzytkownik/Karina7705,1,94800.0,2017.0
58096,Katowice,https://allegro.pl/uzytkownik/58096,1,190000.0,2017.0
paulita20,Szczecin,https://allegro.pl/uzytkownik/paulita20,1,9500.0,2002.0
Jaro19993,Wieliczka,https://allegro.pl/uzytkownik/Jaro19993,1,22000.0,2004.0
tomeknor,Kunowice,https://allegro.pl/uzytkownik/tomeknor,1,22900.0,2006.0
p_jurczak,Zielonka,https://allegro.pl/uzytkownik/p_jurczak,1,79900.0,2011.0
kamilo9811,Płock,https://allegro.pl/uzytkownik/kamilo9811,1,20500.0,2006.0
mausphotography,Zielona góra,https://allegro.pl/uzytkownik/mausphotography,1,149999.0,2011.0
fbJapanIcons,Katowice,https://allegro.pl/uzytkownik/fbJapanIcons,4,84750.0,2006.75
paju_87,Libiąż,https://allegro.pl/uzytkownik/paju_87,1,50999.0,2012.0
FHUKERA,Kielce,https://allegro.pl/uzytkownik/FHUKERA,4,80450.0,2014.75
RGPLAST,Mielec,https://allegro.pl/uzytkownik/RGPLAST,2,69500.0,2009.5
marta880505,Głogów,https://allegro.pl/uzytkownik/marta880505,2,30300.0,2009.5
PolMarko,Świdnica,https://allegro.pl/uzytkownik/PolMarko,1,280000.0,2013.0
aneta0577,Łączki kucharskie,https://allegro.pl/uzytkownik/aneta0577,5,73120.0,2012.4
desing-milano,Ząbki,https://allegro.pl/uzytkownik/desing-milano,1,4900.0,1997.0
MAX-GARAGE,Słubice,https://allegro.pl/uzytkownik/MAX-GARAGE,12,198150.0,2016.0
RYS_2004-R1,Elbląg,https://allegro.pl/uzytkownik/RYS_2004-R1,1,21900.0,2005.0
joker5,Cieszków,https://allegro.pl/uzytkownik/joker5,1,9900.0,1999.0
broken_mike,Kielce,https://allegro.pl/uzytkownik/broken_mike,1,112000.0,2011.0
Ziniewicz,Słupsk,https://allegro.pl/uzytkownik/Ziniewicz,1,74500.0,2014.0
divtechik,Wrocław,https://allegro.pl/uzytkownik/divtechik,1,27500.0,2008.0
selboT1,Kraków,https://allegro.pl/uzytkownik/selboT1,1,108900.0,2013.0
mozg_82,Warszawa,https://allegro.pl/uzytkownik/mozg_82,1,114000.0,2015.0
wanickiused,Mogilany,https://allegro.pl/uzytkownik/wanickiused,2,319000.0,2017.5
Marcin2806,Zalewo,https://allegro.pl/uzytkownik/Marcin2806,1,32500.0,2009.0
WojtekA2,Warszawa,https://allegro.pl/uzytkownik/WojtekA2,1,56000.0,2007.0
aikiki,Jelenia góra,https://allegro.pl/uzytkownik/aikiki,1,110000.0,2014.0
harry_99,Nowe,https://allegro.pl/uzytkownik/harry_99,1,32900.0,2006.0
falczak1,Lubin,https://allegro.pl/uzytkownik/falczak1,2,62900.0,2008.0
ania_urb_ciep,Kozłów,https://allegro.pl/uzytkownik/ania_urb_ciep,1,22999.0,2006.0
RAF1968,Bydgoszcz,https://allegro.pl/uzytkownik/RAF1968,1,87000.0,2013.0
damiankonstrukt,Gdansk,https://allegro.pl/uzytkownik/damiankonstrukt,2,54999.5,2006.0
grzegorztom12,Gliwice,https://allegro.pl/uzytkownik/grzegorztom12,1,79900.0,2014.0
Omnitronic86,Monki,https://allegro.pl/uzytkownik/Omnitronic86,1,39000.0,2007.0
Client:36351600,Ruda śląska,https://allegro.pl/uzytkownik/Client:36351600,1,130000.0,2015.0
ZALIS,Legionowo,https://allegro.pl/uzytkownik/ZALIS,1,73000.0,2014.0
19dudzik48,Jasieniec,https://allegro.pl/uzytkownik/19dudzik48,1,14500.0,2002.0
UTSOPOLE,Luboszyce,https://allegro.pl/uzytkownik/UTSOPOLE,11,16745.45,2004.18
centrumnaprawy5b,Kraków,https://allegro.pl/uzytkownik/centrumnaprawy5b,1,19000.0,2007.0
22041990,Oleśnica,https://allegro.pl/uzytkownik/22041990,1,75000.0,2009.0
robibruk,Głowaczowa,https://allegro.pl/uzytkownik/robibruk,1,39900.0,2008.0
lukasz_11121,Borowy mlyn,https://allegro.pl/uzytkownik/lukasz_11121,1,25000.0,2000.0
zdzislaw-1961,Małkinia górna,https://allegro.pl/uzytkownik/zdzislaw-1961,2,23900.0,2009.0
DS-Energia,Rzeszów,https://allegro.pl/uzytkownik/DS-Energia,1,129700.0,2011.0
salon-otmuchow,Otmuchów,https://allegro.pl/uzytkownik/salon-otmuchow,32,75853.12,2015.94
Popiel840903,Głuszyca,https://allegro.pl/uzytkownik/Popiel840903,2,37499.5,2011.5
Icko,Poznań,https://allegro.pl/uzytkownik/Icko,1,136000.0,2016.0
aauto_1,Pruszków,https://allegro.pl/uzytkownik/aauto_1,4,64250.0,2016.0
piotrek12351,Markuszowa,https://allegro.pl/uzytkownik/piotrek12351,1,21000.0,2005.0
majki16,Pabianice,https://allegro.pl/uzytkownik/majki16,1,111000.0,2012.0
msound,Wieliszew,https://allegro.pl/uzytkownik/msound,1,253707.0,2014.0
max40_2006,Lublin,https://allegro.pl/uzytkownik/max40_2006,1,80000.0,2014.0
Dominikaa_2006,Kraków,https://allegro.pl/uzytkownik/Dominikaa_2006,1,77500.0,2012.0
Draculetta,Poznań,https://allegro.pl/uzytkownik/Draculetta,1,21999.0,2006.0
pgfan,Warszawa,https://allegro.pl/uzytkownik/pgfan,1,99000.0,2017.0
pinokio_2009,Kolobrzeg,https://allegro.pl/uzytkownik/pinokio_2009,3,61000.0,2011.0
mandarynka28,Gdynia,https://allegro.pl/uzytkownik/mandarynka28,1,90000.0,2014.0
BMGCARS,Nowy sącz,https://allegro.pl/uzytkownik/BMGCARS,6,149166.67,2015.5
audis8plus,Płock,https://allegro.pl/uzytkownik/audis8plus,1,135900.0,2013.0
kowale86,Wschowa,https://allegro.pl/uzytkownik/kowale86,7,53385.71,2012.43
agnes37net,Płock warszawa łódż ,https://allegro.pl/uzytkownik/agnes37net,1,66500.0,2011.0
Wopo79,Józefów,https://allegro.pl/uzytkownik/Wopo79,1,21000.0,2006.0
premium-voiture,Nowy dwór gdański,https://allegro.pl/uzytkownik/premium-voiture,3,399000.0,2015.0
madox174,Płock warszawa łódz toruń,https://allegro.pl/uzytkownik/madox174,2,33100.0,2004.5
Piotr20055,Poznań,https://allegro.pl/uzytkownik/Piotr20055,1,34900.0,2004.0
kiler00725,Skępe,https://allegro.pl/uzytkownik/kiler00725,1,24900.0,2006.0
BIMEX-ZW,Zduńska wola,https://allegro.pl/uzytkownik/BIMEX-ZW,2,115950.0,2014.0
MMichal13,Wielogóra,https://allegro.pl/uzytkownik/MMichal13,1,186990.0,2017.0
meviu2,Sulejów,https://allegro.pl/uzytkownik/meviu2,1,112999.0,2012.0
dcautos,Kutno,https://allegro.pl/uzytkownik/dcautos,20,19200.0,2007.5
-AUTO-STUDIO-,Łódź,https://allegro.pl/uzytkownik/-AUTO-STUDIO-,210,247367.01,2017.53
ZbyszekCerek,Katowice,https://allegro.pl/uzytkownik/ZbyszekCerek,1,115000.0,2014.0
Grzegorz_ro11,Karczew,https://allegro.pl/uzytkownik/Grzegorz_ro11,1,29500.0,2006.0
dj_kowix_xd18,Końskie,https://allegro.pl/uzytkownik/dj_kowix_xd18,1,43000.0,2008.0
QkubaQ_541,Radomyśl wielki,https://allegro.pl/uzytkownik/QkubaQ_541,1,59000.0,2011.0
janusz-124,Zduńska wola,https://allegro.pl/uzytkownik/janusz-124,1,35800.0,2010.0
Jaco_2022,Bydgoszcz,https://allegro.pl/uzytkownik/Jaco_2022,1,89900.0,2014.0
Komistyranski,Kraków,https://allegro.pl/uzytkownik/Komistyranski,45,6928.89,1998.98
MOTO_WIESIA,Międzychód,https://allegro.pl/uzytkownik/MOTO_WIESIA,4,41400.0,2013.5
Client:35978405,Józefosław,https://allegro.pl/uzytkownik/Client:35978405,1,29900.0,2009.0
MKCHEMIALBN,Lublin,https://allegro.pl/uzytkownik/MKCHEMIALBN,1,9000.0,2004.0
kylo121985,Radom,https://allegro.pl/uzytkownik/kylo121985,3,8833.33,2002.33
TechnicTrade,Olkusz,https://allegro.pl/uzytkownik/TechnicTrade,1,140000.0,2008.0
begi03,Gorzow wlkp,https://allegro.pl/uzytkownik/begi03,4,24542.5,2009.25
konwalia0807,Poznan,https://allegro.pl/uzytkownik/konwalia0807,12,27983.33,2009.67
auto-suzuki,Tuchorza,https://allegro.pl/uzytkownik/auto-suzuki,5,97520.0,2013.0
tranzbet,Boleszkowice,https://allegro.pl/uzytkownik/tranzbet,1,47500.0,2002.0
rms1,Izbica kujawska,https://allegro.pl/uzytkownik/rms1,11,31027.27,2012.45
damiandst1205,Strzelin,https://allegro.pl/uzytkownik/damiandst1205,1,76000.0,2012.0
cichymonki,Mońki,https://allegro.pl/uzytkownik/cichymonki,1,36000.0,2010.0
diego02022,Pabianice,https://allegro.pl/uzytkownik/diego02022,1,18500.0,2013.0
korys79,Poznań,https://allegro.pl/uzytkownik/korys79,1,39999.0,1994.0
adziamac,Radzymin,https://allegro.pl/uzytkownik/adziamac,1,25900.0,2009.0
MarcinKosmala,Łęka opatowska,https://allegro.pl/uzytkownik/MarcinKosmala,1,18900.0,2009.0
autocentrum18,Gliwice,https://allegro.pl/uzytkownik/autocentrum18,88,32407.91,2012.69
mario19762,Lubin,https://allegro.pl/uzytkownik/mario19762,1,20900.0,2006.0
max-import,Grójec,https://allegro.pl/uzytkownik/max-import,5,30360.0,2011.2
nygus71,Warszawa,https://allegro.pl/uzytkownik/nygus71,1,25500.0,2007.0
epix84,Piaseczno,https://allegro.pl/uzytkownik/epix84,1,36000.0,2007.0
radek1_,Radom,https://allegro.pl/uzytkownik/radek1_,5,42220.0,2011.2
-visio-14,Gubin,https://allegro.pl/uzytkownik/-visio-14,4,12075.0,2005.0
wdarekw,Gdynia,https://allegro.pl/uzytkownik/wdarekw,1,3800.0,2017.0
art-slubne,Przemyśl,https://allegro.pl/uzytkownik/art-slubne,1,20000.0,2013.0
wirti_88,Zielona góra,https://allegro.pl/uzytkownik/wirti_88,1,31900.0,2010.0
autohandelrondo,Kościerzyna,https://allegro.pl/uzytkownik/autohandelrondo,40,61759.05,2011.83
Adrian20102,Lębork,https://allegro.pl/uzytkownik/Adrian20102,1,29900.0,2008.0
bucikucio,Krzymów,https://allegro.pl/uzytkownik/bucikucio,1,28800.0,2010.0
daria4410,Granowo,https://allegro.pl/uzytkownik/daria4410,8,21062.5,2010.25
mpautko,Białystok,https://allegro.pl/uzytkownik/mpautko,2,33900.0,2009.5
dodatoja,Łagów,https://allegro.pl/uzytkownik/dodatoja,1,69900.0,2012.0
rafal1220,Podbiel,https://allegro.pl/uzytkownik/rafal1220,1,28900.0,2009.0
dzoana197,Wielkopolska,https://allegro.pl/uzytkownik/dzoana197,2,31900.0,2015.5
Lena19861,Kwilcz,https://allegro.pl/uzytkownik/Lena19861,1,36500.0,2003.0
GFDS_CZESCI,Przystajń,https://allegro.pl/uzytkownik/GFDS_CZESCI,3,7999.33,2005.67
QUATTRO-KOMIS,Bielawa,https://allegro.pl/uzytkownik/QUATTRO-KOMIS,32,29000.0,2007.03
rudol79,Raciborowice gorne,https://allegro.pl/uzytkownik/rudol79,1,77000.0,2014.0
mario1419,Słońsk,https://allegro.pl/uzytkownik/mario1419,1,23000.0,2008.0
--Tomas--,Zebrzydowice,https://allegro.pl/uzytkownik/--Tomas--,4,27200.0,2008.25
agnieszka_2136,Skrwilno,https://allegro.pl/uzytkownik/agnieszka_2136,3,5000.0,2005.0
sulek2010,Bogatynia,https://allegro.pl/uzytkownik/sulek2010,1,3900.0,1997.0
tworeczq94,Wysokie mazowieckie,https://allegro.pl/uzytkownik/tworeczq94,1,51900.0,2009.0
matek9974,Marianów,https://allegro.pl/uzytkownik/matek9974,1,13000.0,2004.0
bozenka1231,Zakrzew,https://allegro.pl/uzytkownik/bozenka1231,3,8866.67,2005.33
roobeq,Radom,https://allegro.pl/uzytkownik/roobeq,16,22862.5,2005.5
januszhonda,Raba wyżna,https://allegro.pl/uzytkownik/januszhonda,4,29350.0,2010.5
Di-Waldi,Kościelec,https://allegro.pl/uzytkownik/Di-Waldi,1,45000.0,2010.0
olbrysz,Nasielsk,https://allegro.pl/uzytkownik/olbrysz,1,19600.0,2008.0
MaEhIx,Kożuchów,https://allegro.pl/uzytkownik/MaEhIx,2,32499.5,2004.0
rage99,Ustrzyki dolne,https://allegro.pl/uzytkownik/rage99,1,3800.0,1999.0
MISIEK8707,Łódź,https://allegro.pl/uzytkownik/MISIEK8707,1,39000.0,2011.0
daro55550,Drwały,https://allegro.pl/uzytkownik/daro55550,1,57500.0,2011.0
mario3024,Garwolin,https://allegro.pl/uzytkownik/mario3024,1,47500.0,2010.0
board24,Inowroclaw,https://allegro.pl/uzytkownik/board24,4,27150.0,2008.5
formic_2005,Jasień,https://allegro.pl/uzytkownik/formic_2005,1,8000.0,1997.0
leon-23,Kamionki / gądki,https://allegro.pl/uzytkownik/leon-23,1,19500.0,2004.0
FoxWagen,Gubin,https://allegro.pl/uzytkownik/FoxWagen,1,29900.0,2006.0
jasminka07,Racibórz,https://allegro.pl/uzytkownik/jasminka07,1,35500.0,2009.0
anna38_2005,Gorlice,https://allegro.pl/uzytkownik/anna38_2005,1,15200.0,2004.0
Itjustkornelia,Kłodzko,https://allegro.pl/uzytkownik/Itjustkornelia,1,3400.0,1996.0
creditdw,Kadzidło,https://allegro.pl/uzytkownik/creditdw,15,55300.0,2014.47
Hooocyk1,Radłów,https://allegro.pl/uzytkownik/Hooocyk1,1,41000.0,2009.0
Iwona0671,Sosnowiec,https://allegro.pl/uzytkownik/Iwona0671,1,14700.0,2002.0
Agunia21a,Ciecierzyce gmina deszczno,https://allegro.pl/uzytkownik/Agunia21a,2,8500.0,2001.0
shootArt_pl_10,Gubin,https://allegro.pl/uzytkownik/shootArt_pl_10,4,145349.75,2010.75
Sebastian-Czekaj,Piekoszów,https://allegro.pl/uzytkownik/Sebastian-Czekaj,1,55800.0,2012.0
mona2713,Gruszów,https://allegro.pl/uzytkownik/mona2713,1,7500.0,2004.0
zielonyrybak,Zgierz,https://allegro.pl/uzytkownik/zielonyrybak,1,6000.0,2002.0
marago_marago,Zduńska wola,https://allegro.pl/uzytkownik/marago_marago,11,40081.82,2010.73
kikusiaa16,Warszawa,https://allegro.pl/uzytkownik/kikusiaa16,1,140000.0,2017.0
KomisBandulik,Września,https://allegro.pl/uzytkownik/KomisBandulik,154,28398.69,2010.41
marcin_auta,Dzierzążnia,https://allegro.pl/uzytkownik/marcin_auta,5,15480.0,2006.2
_RITORNO_,Gdańsk,https://allegro.pl/uzytkownik/_RITORNO_,4,336250.0,2015.25
Nazar20,Białystok,https://allegro.pl/uzytkownik/Nazar20,1,26400.0,2005.0
LoveCristal93,Poznań,https://allegro.pl/uzytkownik/LoveCristal93,1,58900.0,2012.0
zpiotrowska46,Prusice,https://allegro.pl/uzytkownik/zpiotrowska46,1,78999.0,2011.0
Wikary37,Borek wlkp,https://allegro.pl/uzytkownik/Wikary37,3,39000.0,2009.67
ministrowa,Krobia,https://allegro.pl/uzytkownik/ministrowa,1,23500.0,2004.0
KarlosOsw,Ostrów wielkopolski,https://allegro.pl/uzytkownik/KarlosOsw,1,29500.0,2006.0
ACE28,Legionowo,https://allegro.pl/uzytkownik/ACE28,1,18000.0,2007.0
perlik994,Inowrocław,https://allegro.pl/uzytkownik/perlik994,1,53900.0,2013.0
auto-complex00,Żagań,https://allegro.pl/uzytkownik/auto-complex00,2,25100.0,2007.5
jadarjet,Wrocław,https://allegro.pl/uzytkownik/jadarjet,2,151750.0,2010.0
12mkd4,Ryki,https://allegro.pl/uzytkownik/12mkd4,1,3800.0,1998.0
staszek412,Bieruń,https://allegro.pl/uzytkownik/staszek412,1,40000.0,1988.0
Mentor-Dj,Suwałki,https://allegro.pl/uzytkownik/Mentor-Dj,1,15000.0,2004.0
MAJCIA_2012,Myslina,https://allegro.pl/uzytkownik/MAJCIA_2012,1,111.0,1993.0
FundacjaJaJestem,Warszawa,https://allegro.pl/uzytkownik/FundacjaJaJestem,1,10900.0,2006.0
agatt80,Łódź,https://allegro.pl/uzytkownik/agatt80,1,52000.0,2010.0
krystynkaa1948,Gdynia,https://allegro.pl/uzytkownik/krystynkaa1948,1,45000.0,2012.0
lokaty2,Kęty,https://allegro.pl/uzytkownik/lokaty2,1,66000.0,2008.0
AM1965,Białystok,https://allegro.pl/uzytkownik/AM1965,1,139000.0,2014.0
bartus_24,Bieliny,https://allegro.pl/uzytkownik/bartus_24,1,13500.0,2003.0
Justa-J10,Wałbrzych,https://allegro.pl/uzytkownik/Justa-J10,8,24000.0,2009.88
Autos24h,Gorzów wlkp,https://allegro.pl/uzytkownik/Autos24h,4,99924.75,2014.75
tomcesco_1,Krapkowice,https://allegro.pl/uzytkownik/tomcesco_1,1,19000.0,2003.0
Client:40025291,Lublin,https://allegro.pl/uzytkownik/Client:40025291,1,35000.0,2007.0
shadus666,Jozefoslaw,https://allegro.pl/uzytkownik/shadus666,1,62500.0,2015.0
GKAUTO,Liszyno,https://allegro.pl/uzytkownik/GKAUTO,2,4800.0,1998.5
wojtynska1,Sulejówek,https://allegro.pl/uzytkownik/wojtynska1,2,37250.0,2008.5
custommeble,Zielonki,https://allegro.pl/uzytkownik/custommeble,1,13300.0,1999.0
maciekb89,Końskie,https://allegro.pl/uzytkownik/maciekb89,1,52900.0,2011.0
newcar24_com,Warszawa,https://allegro.pl/uzytkownik/newcar24_com,46,230406.85,2018.41
czescigrzesiek,Niemodlin,https://allegro.pl/uzytkownik/czescigrzesiek,1,64900.0,2012.0
kacper357,Monki,https://allegro.pl/uzytkownik/kacper357,1,18000.0,2007.0
MAYA_1111,Kraków,https://allegro.pl/uzytkownik/MAYA_1111,1,35900.0,2006.0
Rysiol_mistrz,Brzesko,https://allegro.pl/uzytkownik/Rysiol_mistrz,1,31500.0,2008.0
Anulka747488,Ostrów wielkopolski,https://allegro.pl/uzytkownik/Anulka747488,1,17500.0,2006.0
PIAPLKRAKOW,Kraków,https://allegro.pl/uzytkownik/PIAPLKRAKOW,39,125620.51,2016.23
lenovvvo,Łopuszka mała,https://allegro.pl/uzytkownik/lenovvvo,1,30000.0,2009.0
oswald11,Szczecin,https://allegro.pl/uzytkownik/oswald11,1,9400.0,2005.0
MOTOJULA,Złocieniec,https://allegro.pl/uzytkownik/MOTOJULA,2,84900.0,2015.0
jachu175,Legnica,https://allegro.pl/uzytkownik/jachu175,1,18500.0,2007.0
e-fototel,Mińsk mazowiecki,https://allegro.pl/uzytkownik/e-fototel,1,61500.0,2014.0
andrzej44z, suwalki warszawa,https://allegro.pl/uzytkownik/andrzej44z,1,46500.0,2012.0
gazu1,Goleniów,https://allegro.pl/uzytkownik/gazu1,1,17999.0,2001.0
Primesta,Bydgoszcz,https://allegro.pl/uzytkownik/Primesta,1,22000.0,2013.0
Mateusz18919,Wolbrom,https://allegro.pl/uzytkownik/Mateusz18919,1,17500.0,2008.0
mat00089,Kielce,https://allegro.pl/uzytkownik/mat00089,3,58900.0,2016.0
Tomasz M,Warszawa,https://allegro.pl/uzytkownik/Tomasz M,1,12499.0,1994.0
Client:36086890,Dzikowiec,https://allegro.pl/uzytkownik/Client:36086890,1,39500.0,2009.0
Slawek180385,Wadowice górne,https://allegro.pl/uzytkownik/Slawek180385,2,19500.0,2004.0
DariuszZabo,Poznań,https://allegro.pl/uzytkownik/DariuszZabo,1,65000.0,2008.0
Michael_3L,Bielsko biała,https://allegro.pl/uzytkownik/Michael_3L,1,12900.0,1984.0
Stix80,Szczecin,https://allegro.pl/uzytkownik/Stix80,1,49900.0,2008.0
anetamireck79,Kowala,https://allegro.pl/uzytkownik/anetamireck79,1,21600.0,2009.0
Jel_Car,Jelenia góra,https://allegro.pl/uzytkownik/Jel_Car,45,45201.84,2008.44
jony2014,Radom,https://allegro.pl/uzytkownik/jony2014,1,10800.0,2001.0
OM_car4you,Ostrów mazowiecka,https://allegro.pl/uzytkownik/OM_car4you,2,13800.0,2004.5
Dziedzic20,Lipno,https://allegro.pl/uzytkownik/Dziedzic20,1,26900.0,2009.0
bogumila751,Prochowice,https://allegro.pl/uzytkownik/bogumila751,1,38500.0,2009.0
grzywa1507,Radwanice,https://allegro.pl/uzytkownik/grzywa1507,1,6900.0,1998.0
samulel,Wrocław,https://allegro.pl/uzytkownik/samulel,6,66250.0,2007.0
zelkowskak,Lisy,https://allegro.pl/uzytkownik/zelkowskak,1,21000.0,2007.0
jacek121,Pilzno,https://allegro.pl/uzytkownik/jacek121,6,26900.0,2007.83
grupasliwinski,Zbytków,https://allegro.pl/uzytkownik/grupasliwinski,27,89529.63,2013.89
czywczyk83,Poznań,https://allegro.pl/uzytkownik/czywczyk83,1,2999.0,1998.0
Roberto-R40,Ostrow wlkp,https://allegro.pl/uzytkownik/Roberto-R40,1,58700.0,2008.0
henryka3101,"Zabrze, śląskie",https://allegro.pl/uzytkownik/henryka3101,1,25000.0,2006.0
europaleta,Bielsko-biała,https://allegro.pl/uzytkownik/europaleta,2,72950.0,2011.0
Patron_100,Leszno,https://allegro.pl/uzytkownik/Patron_100,2,26650.0,2012.0
robercik115XX,Lomza,https://allegro.pl/uzytkownik/robercik115XX,1,29500.0,2006.0
mustang001,Warszawa ,https://allegro.pl/uzytkownik/mustang001,1,54900.0,2009.0
Romeczek20,Gdańsk,https://allegro.pl/uzytkownik/Romeczek20,1,22800.0,2006.0
mercedescls63,Poznań,https://allegro.pl/uzytkownik/mercedescls63,1,3300.0,2000.0
krysia-marek,Kościerzyna - wybudowanie,https://allegro.pl/uzytkownik/krysia-marek,13,33207.69,2009.38
1993warka9,Stalowa wola ,https://allegro.pl/uzytkownik/1993warka9,1,22900.0,2005.0
monika_92ms,Nowa ruda,https://allegro.pl/uzytkownik/monika_92ms,1,26600.0,2006.0
Client:38055164,Bogdaniec,https://allegro.pl/uzytkownik/Client:38055164,1,45000.0,2010.0
japancars77,Łódż,https://allegro.pl/uzytkownik/japancars77,7,44927.57,2009.57
Emborioaut,Torun,https://allegro.pl/uzytkownik/Emborioaut,1,25000.0,2004.0
carsnet,Kielce,https://allegro.pl/uzytkownik/carsnet,9,18432.0,2009.0
Tadzik17,Ryczówek,https://allegro.pl/uzytkownik/Tadzik17,1,61000.0,2009.0
Mir_691,Raków,https://allegro.pl/uzytkownik/Mir_691,4,19975.0,2007.5
jola1031,Łąkta górna,https://allegro.pl/uzytkownik/jola1031,1,55000.0,2009.0
lui168,Szprotawa,https://allegro.pl/uzytkownik/lui168,3,15033.33,2009.0
aglala,Wielkie drogi,https://allegro.pl/uzytkownik/aglala,1,13000.0,2003.0
Mefik95,Trzciel,https://allegro.pl/uzytkownik/Mefik95,1,22200.0,2005.0
vmm77,Słupsk,https://allegro.pl/uzytkownik/vmm77,5,12199.0,2002.4
ciasteczko-1982,Żarki miasto,https://allegro.pl/uzytkownik/ciasteczko-1982,2,42750.0,2015.5
woman666,Gdańsk,https://allegro.pl/uzytkownik/woman666,1,19500.0,2006.0
sidzejt1,Zagórów,https://allegro.pl/uzytkownik/sidzejt1,3,44233.33,2010.67
czarobol,Bolków,https://allegro.pl/uzytkownik/czarobol,1,29900.0,2010.0
paulinaharibog,Sępólno krajeńskie,https://allegro.pl/uzytkownik/paulinaharibog,1,26900.0,2007.0
ewacars,Wrocław,https://allegro.pl/uzytkownik/ewacars,7,35900.0,2008.57
bis-widrol,Rumia,https://allegro.pl/uzytkownik/bis-widrol,5,16580.0,2008.8
rkupper,Gdańsk,https://allegro.pl/uzytkownik/rkupper,1,80000.0,2013.0
ABART-CARS,Dzierżoniów,https://allegro.pl/uzytkownik/ABART-CARS,11,85354.55,2014.55
Awima_spj,Józefów,https://allegro.pl/uzytkownik/Awima_spj,1,38000.0,2009.0
lema_shn,Gdańsk,https://allegro.pl/uzytkownik/lema_shn,1,12500.0,2003.0
Magdandg,Nowy dwór gdanski,https://allegro.pl/uzytkownik/Magdandg,1,25500.0,2005.0
zachary24,Katowice,https://allegro.pl/uzytkownik/zachary24,2,64950.0,2014.5
factory-auto,Warszawa,https://allegro.pl/uzytkownik/factory-auto,131,419734.35,2016.24
steatyt,Częstochowa,https://allegro.pl/uzytkownik/steatyt,1,169000.0,2018.0
szrek1992,Koło,https://allegro.pl/uzytkownik/szrek1992,1,45000.0,2012.0
Kazioo45,Sokołów podlaski,https://allegro.pl/uzytkownik/Kazioo45,1,51900.0,2012.0
Krzychu19871864,Warszawa,https://allegro.pl/uzytkownik/Krzychu19871864,1,59999.0,2007.0
OGON1000,Bydgoszcz,https://allegro.pl/uzytkownik/OGON1000,1,26500.0,2003.0
SteffenAdlerKFZ,Radom,https://allegro.pl/uzytkownik/SteffenAdlerKFZ,25,13460.0,2001.88
maciej_pmi,Międzychód,https://allegro.pl/uzytkownik/maciej_pmi,1,18800.0,2006.0
DariuszZabecki,Siekierczyn,https://allegro.pl/uzytkownik/DariuszZabecki,1,12999.0,2002.0
pawlo137,Zielona gora,https://allegro.pl/uzytkownik/pawlo137,1,12900.0,2004.0
kupoleczka,Łódź,https://allegro.pl/uzytkownik/kupoleczka,1,23000.0,2005.0
adam9001allegro,Nowy borek,https://allegro.pl/uzytkownik/adam9001allegro,1,16900.0,2007.0
Ig00r_Bartoszyce,Bartoszyce,https://allegro.pl/uzytkownik/Ig00r_Bartoszyce,1,69000.0,2013.0
maraa1,Świdnik,https://allegro.pl/uzytkownik/maraa1,1,35000.0,2004.0
